"gender","age","daily_meals","physical_activity","height_cm","weight_kg","bmr","carbs","actual_protein","fats","actual_calories","activity_factor","ideal_calories","ideal_protein","calorie_gap","protein_gap"
"male","18","3","0","163","43.0","1363.75","204.56","81.82","54.55","1636.5","1.2","1636.5","34.4","0.0","47.42"
"female","22","2","4","160","70.0","1429.0","339.39","135.76","90.5","2715.1","1.9","2715.1","56.0","0.0","79.76"
"male","34","4","0","163","99.0","1843.75","276.56","110.62","73.75","2212.5","1.2","2212.5","79.2","0.0","31.42"
"male","23","2","2","180","63.0","1645.0","318.72","127.49","84.99","2549.76","1.55","2549.75","50.4","0.01","77.09"
"male","23","3","1","170","65.0","1602.5","275.43","110.17","73.45","2203.44","1.38","2211.45","52.0","-8.01","58.17"
"male","23","2","0","165","75.0","1671.25","250.69","100.28","66.85","2005.5","1.2","2005.5","60.0","0.0","40.28"
"female","50","3","0","163","49.0","1097.75","164.66","65.86","43.91","1317.3","1.2","1317.3","39.2","0.0","26.66"
"male","22","3","2","173","75.0","1726.25","334.46","133.78","89.19","2675.69","1.55","2675.69","60.0","0.0","73.78"
"male","24","3","0","165","88.0","1796.25","269.44","107.78","71.85","2155.5","1.2","2155.5","70.4","0.0","37.38"
"male","22","3","1","180","98.0","2000.0","343.75","137.5","91.67","2750.0","1.38","2760.0","78.4","-10.0","59.1"
"female","22","2","0","168","150.0","2279.0","341.85","136.74","91.16","2734.8","1.2","2734.8","120.0","0.0","16.74"
"male","23","2","0","175","56.0","1543.75","231.56","92.62","61.75","1852.5","1.2","1852.5","44.8","0.0","47.82"
"female","23","3","0","157","45.0","1155.25","173.29","69.32","46.21","1386.3","1.2","1386.3","36.0","0.0","33.32"
"male","22","3","0","170","76.0","1717.5","257.62","103.05","68.7","2061.0","1.2","2061.0","60.8","0.0","42.25"
"male","25","3","0","178","132.0","2312.5","346.88","138.75","92.5","2775.0","1.2","2775.0","105.6","0.0","33.15"
"male","48","3","0","173","55.0","1396.25","209.44","83.78","55.85","1675.5","1.2","1675.5","44.0","0.0","39.78"
"male","43","3","0","155","87.0","1628.75","244.31","97.72","65.15","1954.5","1.2","1954.5","69.6","0.0","28.12"
"female","22","2","0","142","54.0","1156.5","173.48","69.39","46.26","1387.8","1.2","1387.8","43.2","0.0","26.19"
"male","23","3","0","165","49.0","1411.25","211.69","84.68","56.45","1693.5","1.2","1693.5","39.2","0.0","45.48"
"male","33","4","0","173","105.0","1971.25","295.69","118.28","78.85","2365.5","1.2","2365.5","84.0","0.0","34.28"
"female","36","3","0","142","92.0","1466.5","219.98","87.99","58.66","1759.8","1.2","1759.8","73.6","0.0","14.39"
"female","23","3","0","165","57.0","1325.25","198.79","79.52","53.01","1590.3","1.2","1590.3","45.6","0.0","33.92"
"female","29","3","0","142","92.0","1501.5","225.22","90.09","60.06","1801.8","1.2","1801.8","73.6","0.0","16.49"
"male","21","4","4","168","69.0","1640.0","389.5","155.8","103.87","3116.0","1.9","3116.0","55.2","0.0","100.6"
"male","22","2","0","165","53.0","1456.25","218.44","87.38","58.25","1747.5","1.2","1747.5","42.4","0.0","44.98"
"male","47","2","0","157","67.0","1421.25","213.19","85.28","56.85","1705.5","1.2","1705.5","53.6","0.0","31.68"
"female","22","3","0","160","42.0","1149.0","172.35","68.94","45.96","1378.8","1.2","1378.8","33.6","0.0","35.34"
"female","23","2","0","163","58.0","1322.75","198.41","79.36","52.91","1587.3","1.2","1587.3","46.4","0.0","32.96"
"female","35","3","0","142","73.0","1281.5","192.22","76.89","51.26","1537.8","1.2","1537.8","58.4","0.0","18.49"
"male","22","3","4","168","80.0","1745.0","414.44","165.78","110.52","3315.5","1.9","3315.5","64.0","0.0","101.78"
"male","40","3","0","173","54.0","1426.25","213.94","85.58","57.05","1711.5","1.2","1711.5","43.2","0.0","42.38"
"male","22","3","1","165","55.0","1476.25","253.73","101.49","67.66","2029.84","1.38","2037.23","44.0","-7.39","57.49"
"female","39","3","0","163","49.0","1152.75","172.91","69.17","46.11","1383.3","1.2","1383.3","39.2","0.0","29.97"
"male","33","3","0","163","99.0","1848.75","277.31","110.92","73.95","2218.5","1.2","2218.5","79.2","0.0","31.72"
"male","36","2","3","168","85.0","1725.0","371.95","148.78","99.19","2975.63","1.73","2984.25","68.0","-8.62","80.78"
"male","23","4","1","175","98.0","1963.75","337.52","135.01","90.0","2700.16","1.38","2709.98","78.4","-9.82","56.61"
"male","27","2","0","168","50.0","1420.0","213.0","85.2","56.8","1704.0","1.2","1704.0","40.0","0.0","45.2"
"female","21","2","0","157","58.0","1295.25","194.29","77.72","51.81","1554.3","1.2","1554.3","46.4","0.0","31.32"
"male","22","2","0","165","78.0","1706.25","255.94","102.38","68.25","2047.5","1.2","2047.5","62.4","0.0","39.98"
"male","23","2","1","173","80.0","1771.25","304.43","121.77","81.18","2435.47","1.38","2444.33","64.0","-8.86","57.77"
"male","21","3","0","183","70.0","1743.75","261.56","104.62","69.75","2092.5","1.2","2092.5","56.0","0.0","48.62"
"male","22","3","0","188","98.0","2050.0","307.5","123.0","82.0","2460.0","1.2","2460.0","78.4","0.0","44.6"
"male","32","4","0","163","99.0","1853.75","278.06","111.22","74.15","2224.5","1.2","2224.5","79.2","0.0","32.02"
"female","18","3","0","163","50.0","1267.75","190.16","76.06","50.71","1521.3","1.2","1521.3","40.0","0.0","36.06"
"female","27","3","0","137","72.0","1280.25","192.04","76.82","51.21","1536.3","1.2","1536.3","57.6","0.0","19.22"
"male","23","3","4","175","60.0","1583.75","376.14","150.46","100.3","3009.12","1.9","3009.13","48.0","-0.01","102.46"
"male","19","2","0","180","86.0","1895.0","284.25","113.7","75.8","2274.0","1.2","2274.0","68.8","0.0","44.9"
"male","50","4","0","155","88.0","1603.75","240.56","96.22","64.15","1924.5","1.2","1924.5","70.4","0.0","25.82"
"female","20","4","0","132","76.0","1324.0","198.6","79.44","52.96","1588.8","1.2","1588.8","60.8","0.0","18.64"
"male","22","2","0","180","97.0","1990.0","298.5","119.4","79.6","2388.0","1.2","2388.0","77.6","0.0","41.8"
"female","21","4","0","152","62.0","1304.0","195.6","78.24","52.16","1564.8","1.2","1564.8","49.6","0.0","28.64"
"male","23","3","0","168","46.0","1400.0","210.0","84.0","56.0","1680.0","1.2","1680.0","36.8","0.0","47.2"
"male","22","3","0","165","113.0","2056.25","308.44","123.38","82.25","2467.5","1.2","2467.5","90.4","0.0","32.98"
"female","26","3","0","145","85.0","1465.25","219.79","87.92","58.61","1758.3","1.2","1758.3","68.0","0.0","19.92"
"male","25","3","0","160","42.0","1300.0","195.0","78.0","52.0","1560.0","1.2","1560.0","33.6","0.0","44.4"
"male","24","2","1","163","70.0","1603.75","275.64","110.26","73.5","2205.16","1.38","2213.17","56.0","-8.01","54.26"
"female","23","2","0","165","111.0","1865.25","279.79","111.92","74.61","2238.3","1.2","2238.3","88.8","0.0","23.12"
"female","22","3","0","160","38.0","1109.0","166.35","66.54","44.36","1330.8","1.2","1330.8","30.4","0.0","36.14"
"female","21","4","1","175","70.0","1527.75","262.58","105.03","70.02","2100.66","1.38","2108.29","56.0","-7.63","49.03"
"male","20","3","0","173","53.0","1516.25","227.44","90.98","60.65","1819.5","1.2","1819.5","42.4","0.0","48.58"
"male","22","3","0","175","69.0","1678.75","251.81","100.72","67.15","2014.5","1.2","2014.5","55.2","0.0","45.52"
"male","21","3","0","178","120.0","2212.5","331.88","132.75","88.5","2655.0","1.2","2655.0","96.0","0.0","36.75"
"male","23","2","1","163","89.0","1798.75","309.16","123.66","82.44","2473.28","1.38","2482.27","71.2","-8.99","52.46"
"male","24","3","0","165","119.0","2106.25","315.94","126.38","84.25","2527.5","1.2","2527.5","95.2","0.0","31.18"
"male","23","4","0","165","57.0","1491.25","223.69","89.48","59.65","1789.5","1.2","1789.5","45.6","0.0","43.88"
"female","23","2","1","160","63.0","1354.0","232.72","93.09","62.06","1861.75","1.38","1868.52","50.4","-6.77","42.69"
"female","19","3","0","152","72.0","1414.0","212.1","84.84","56.56","1696.8","1.2","1696.8","57.6","0.0","27.24"
"female","22","2","2","160","62.0","1349.0","261.37","104.55","69.7","2090.95","1.55","2090.95","49.6","0.0","54.95"
"male","22","3","0","163","47.0","1383.75","207.56","83.02","55.35","1660.5","1.2","1660.5","37.6","0.0","45.42"
"male","22","2","1","163","86.0","1773.75","304.86","121.94","81.3","2438.91","1.38","2447.77","68.8","-8.86","53.14"
"male","29","4","0","170","104.0","1962.5","294.38","117.75","78.5","2355.0","1.2","2355.0","83.2","0.0","34.55"
"female","45","2","0","157","88.0","1475.25","221.29","88.52","59.01","1770.3","1.2","1770.3","70.4","0.0","18.12"
"male","23","2","0","173","67.0","1641.25","246.19","98.48","65.65","1969.5","1.2","1969.5","53.6","0.0","44.88"
"male","28","3","0","152","88.0","1695.0","254.25","101.7","67.8","2034.0","1.2","2034.0","70.4","0.0","31.3"
"male","21","2","0","157","66.0","1541.25","231.19","92.48","61.65","1849.5","1.2","1849.5","52.8","0.0","39.68"
"female","52","4","0","152","69.0","1219.0","182.85","73.14","48.76","1462.8","1.2","1462.8","55.2","0.0","17.94"
"female","23","3","0","157","78.0","1485.25","222.79","89.12","59.41","1782.3","1.2","1782.3","62.4","0.0","26.72"
"male","26","4","2","175","105.0","2018.75","391.13","156.45","104.3","3129.06","1.55","3129.06","84.0","0.0","72.45"
"male","31","3","0","160","117.0","2020.0","303.0","121.2","80.8","2424.0","1.2","2424.0","93.6","0.0","27.6"
"female","21","3","0","163","46.0","1212.75","181.91","72.76","48.51","1455.3","1.2","1455.3","36.8","0.0","35.96"
"male","21","4","0","168","62.0","1570.0","235.5","94.2","62.8","1884.0","1.2","1884.0","49.6","0.0","44.6"
"male","23","2","1","168","91.0","1850.0","317.97","127.19","84.79","2543.76","1.38","2553.0","72.8","-9.24","54.39"
"male","22","3","0","170","85.0","1807.5","271.12","108.45","72.3","2169.0","1.2","2169.0","68.0","0.0","40.45"
"female","20","3","0","163","85.0","1607.75","241.16","96.46","64.31","1929.3","1.2","1929.3","68.0","0.0","28.46"
"female","28","3","0","155","75.0","1417.75","212.66","85.06","56.71","1701.3","1.2","1701.3","60.0","0.0","25.06"
"female","27","3","0","152","95.0","1604.0","240.6","96.24","64.16","1924.8","1.2","1924.8","76.0","0.0","20.24"
"male","18","2","0","163","79.0","1723.75","258.56","103.42","68.95","2068.5","1.2","2068.5","63.2","0.0","40.22"
"male","22","2","0","175","80.0","1788.75","268.31","107.32","71.55","2146.5","1.2","2146.5","64.0","0.0","43.32"
"female","23","2","4","157","55.0","1255.25","298.12","119.25","79.5","2384.98","1.9","2384.98","44.0","0.0","75.25"
"male","28","3","0","168","60.0","1515.0","227.25","90.9","60.6","1818.0","1.2","1818.0","48.0","0.0","42.9"
"male","20","2","1","165","77.0","1706.25","293.26","117.3","78.2","2346.09","1.38","2354.63","61.6","-8.54","55.7"
"male","28","3","0","170","50.0","1427.5","214.12","85.65","57.1","1713.0","1.2","1713.0","40.0","0.0","45.65"
"male","25","3","0","157","45.0","1311.25","196.69","78.68","52.45","1573.5","1.2","1573.5","36.0","0.0","42.68"
"male","21","3","2","165","60.0","1531.25","296.68","118.67","79.11","2373.44","1.55","2373.44","48.0","0.0","70.67"
"female","28","3","0","140","71.0","1284.0","192.6","77.04","51.36","1540.8","1.2","1540.8","56.8","0.0","20.24"
"male","19","4","0","168","105.0","2010.0","301.5","120.6","80.4","2412.0","1.2","2412.0","84.0","0.0","36.6"
"male","23","4","1","180","70.0","1715.0","294.77","117.91","78.6","2358.12","1.38","2366.7","56.0","-8.58","61.91"
"female","31","3","3","150","50.0","1121.5","241.82","96.73","64.49","1934.58","1.73","1940.2","40.0","-5.62","56.73"
"female","48","3","0","140","71.0","1184.0","177.6","71.04","47.36","1420.8","1.2","1420.8","56.8","0.0","14.24"
"female","24","3","1","152","65.0","1319.0","226.7","90.68","60.45","1813.62","1.38","1820.22","52.0","-6.6","38.68"
"female","21","4","0","145","80.0","1440.25","216.04","86.42","57.61","1728.3","1.2","1728.3","64.0","0.0","22.42"
"female","33","3","0","155","100.0","1642.75","246.41","98.56","65.71","1971.3","1.2","1971.3","80.0","0.0","18.56"
"female","37","3","0","155","98.0","1602.75","240.41","96.16","64.11","1923.3","1.2","1923.3","78.4","0.0","17.76"
"female","16","3","0","160","80.0","1559.0","233.85","93.54","62.36","1870.8","1.2","1870.8","64.0","0.0","29.54"
"male","23","3","1","170","100.0","1952.5","335.59","134.23","89.49","2684.69","1.38","2694.45","80.0","-9.76","54.23"
"male","22","3","1","180","65.0","1670.0","287.03","114.81","76.54","2296.25","1.38","2304.6","52.0","-8.35","62.81"
"male","30","3","0","173","63.0","1566.25","234.94","93.98","62.65","1879.5","1.2","1879.5","50.4","0.0","43.58"
"female","49","4","0","157","83.0","1405.25","210.79","84.32","56.21","1686.3","1.2","1686.3","66.4","0.0","17.92"
"female","56","2","0","155","62.0","1147.75","172.16","68.86","45.91","1377.3","1.2","1377.3","49.6","0.0","19.26"
"female","23","3","0","155","98.0","1672.75","250.91","100.36","66.91","2007.3","1.2","2007.3","78.4","0.0","21.96"
"female","32","4","2","140","56.0","1114.0","215.84","86.34","57.56","1726.7","1.55","1726.7","44.8","0.0","41.54"
"male","25","3","0","173","51.0","1471.25","220.69","88.28","58.85","1765.5","1.2","1765.5","40.8","0.0","47.48"
"female","22","3","0","145","66.0","1295.25","194.29","77.72","51.81","1554.3","1.2","1554.3","52.8","0.0","24.92"
"female","30","3","0","163","45.0","1157.75","173.66","69.46","46.31","1389.3","1.2","1389.3","36.0","0.0","33.46"
"male","20","3","0","157","88.0","1766.25","264.94","105.98","70.65","2119.5","1.2","2119.5","70.4","0.0","35.58"
"male","27","3","0","173","94.0","1891.25","283.69","113.48","75.65","2269.5","1.2","2269.5","75.2","0.0","38.28"
"female","28","4","0","142","79.0","1376.5","206.48","82.59","55.06","1651.8","1.2","1651.8","63.2","0.0","19.39"
"female","21","3","0","157","56.0","1275.25","191.29","76.52","51.01","1530.3","1.2","1530.3","44.8","0.0","31.72"
"female","22","2","1","157","50.0","1210.25","208.01","83.2","55.47","1664.1","1.38","1670.15","40.0","-6.05","43.2"
"female","18","4","0","160","78.0","1529.0","229.35","91.74","61.16","1834.8","1.2","1834.8","62.4","0.0","29.34"
"male","23","2","4","175","78.0","1763.75","418.89","167.56","111.7","3351.12","1.9","3351.13","62.4","-0.01","105.16"
"male","21","2","0","160","42.0","1320.0","198.0","79.2","52.8","1584.0","1.2","1584.0","33.6","0.0","45.6"
"female","21","2","0","152","64.0","1324.0","198.6","79.44","52.96","1588.8","1.2","1588.8","51.2","0.0","28.24"
"female","23","2","0","155","79.0","1482.75","222.41","88.96","59.31","1779.3","1.2","1779.3","63.2","0.0","25.76"
"male","28","4","0","157","87.0","1716.25","257.44","102.98","68.65","2059.5","1.2","2059.5","69.6","0.0","33.38"
"male","25","3","0","160","105.0","1930.0","289.5","115.8","77.2","2316.0","1.2","2316.0","84.0","0.0","31.8"
"female","28","3","0","142","88.0","1466.5","219.98","87.99","58.66","1759.8","1.2","1759.8","70.4","0.0","17.59"
"male","26","4","2","142","65.0","1412.5","273.67","109.47","72.98","2189.38","1.55","2189.38","52.0","0.0","57.47"
"male","23","3","0","173","101.0","1981.25","297.19","118.88","79.25","2377.5","1.2","2377.5","80.8","0.0","38.08"
"male","22","3","0","165","55.0","1476.25","221.44","88.58","59.05","1771.5","1.2","1771.5","44.0","0.0","44.58"
"male","22","2","1","170","56.0","1517.5","260.82","104.33","69.55","2086.56","1.38","2094.15","44.8","-7.59","59.53"
"female","23","3","0","155","89.0","1582.75","237.41","94.96","63.31","1899.3","1.2","1899.3","71.2","0.0","23.76"
"female","23","2","0","155","40.0","1092.75","163.91","65.56","43.71","1311.3","1.2","1311.3","32.0","0.0","33.56"
"male","23","3","0","165","115.0","2071.25","310.69","124.28","82.85","2485.5","1.2","2485.5","92.0","0.0","32.28"
"female","31","2","0","152","73.0","1364.0","204.6","81.84","54.56","1636.8","1.2","1636.8","58.4","0.0","23.44"
"male","23","3","3","180","93.0","1945.0","419.39","167.76","111.84","3355.12","1.73","3364.85","74.4","-9.73","93.36"
"male","59","2","4","168","80.0","1560.0","370.5","148.2","98.8","2964.0","1.9","2964.0","64.0","0.0","84.2"
"male","70","2","0","168","77.0","1475.0","221.25","88.5","59.0","1770.0","1.2","1770.0","61.6","0.0","26.9"
"male","22","2","0","185","87.0","1921.25","288.19","115.28","76.85","2305.5","1.2","2305.5","69.6","0.0","45.68"
"male","17","3","0","170","68.0","1662.5","249.38","99.75","66.5","1995.0","1.2","1995.0","54.4","0.0","45.35"
"male","21","3","0","175","70.0","1693.75","254.06","101.62","67.75","2032.5","1.2","2032.5","56.0","0.0","45.62"
"male","26","4","0","163","103.0","1923.75","288.56","115.42","76.95","2308.5","1.2","2308.5","82.4","0.0","33.02"
"male","34","3","0","152","83.0","1615.0","242.25","96.9","64.6","1938.0","1.2","1938.0","66.4","0.0","30.5"
"female","20","4","0","152","48.0","1169.0","175.35","70.14","46.76","1402.8","1.2","1402.8","38.4","0.0","31.74"
"male","24","3","0","163","42.0","1323.75","198.56","79.42","52.95","1588.5","1.2","1588.5","33.6","0.0","45.82"
"female","27","3","0","165","87.0","1605.25","240.79","96.32","64.21","1926.3","1.2","1926.3","69.6","0.0","26.72"
"male","22","4","0","165","50.0","1426.25","213.94","85.58","57.05","1711.5","1.2","1711.5","40.0","0.0","45.58"
"female","49","3","0","145","100.0","1500.25","225.04","90.02","60.01","1800.3","1.2","1800.3","80.0","0.0","10.02"
"male","21","2","0","163","55.0","1468.75","220.31","88.12","58.75","1762.5","1.2","1762.5","44.0","0.0","44.12"
"male","26","3","1","170","69.0","1627.5","279.73","111.89","74.59","2237.82","1.38","2245.95","55.2","-8.13","56.69"
"male","26","2","1","168","92.0","1845.0","317.11","126.84","84.56","2536.87","1.38","2546.1","73.6","-9.23","53.24"
"male","25","3","0","155","114.0","1988.75","298.31","119.32","79.55","2386.5","1.2","2386.5","91.2","0.0","28.12"
"male","28","3","0","160","50.0","1365.0","204.75","81.9","54.6","1638.0","1.2","1638.0","40.0","0.0","41.9"
"male","29","3","0","173","52.0","1461.25","219.19","87.68","58.45","1753.5","1.2","1753.5","41.6","0.0","46.08"
"male","20","3","0","165","41.0","1346.25","201.94","80.78","53.85","1615.5","1.2","1615.5","32.8","0.0","47.98"
"male","21","3","0","180","83.0","1855.0","278.25","111.3","74.2","2226.0","1.2","2226.0","66.4","0.0","44.9"
"female","24","3","0","160","47.0","1189.0","178.35","71.34","47.56","1426.8","1.2","1426.8","37.6","0.0","33.74"
"male","25","4","0","168","102.0","1950.0","292.5","117.0","78.0","2340.0","1.2","2340.0","81.6","0.0","35.4"
"male","22","3","0","168","70.0","1645.0","246.75","98.7","65.8","1974.0","1.2","1974.0","56.0","0.0","42.7"
"male","20","3","0","168","45.0","1405.0","210.75","84.3","56.2","1686.0","1.2","1686.0","36.0","0.0","48.3"
"male","20","3","0","170","52.0","1487.5","223.12","89.25","59.5","1785.0","1.2","1785.0","41.6","0.0","47.65"
"female","22","3","0","165","52.0","1280.25","192.04","76.82","51.21","1536.3","1.2","1536.3","41.6","0.0","35.22"
"female","27","3","0","157","77.0","1455.25","218.29","87.32","58.21","1746.3","1.2","1746.3","61.6","0.0","25.72"
"male","36","4","0","157","89.0","1696.25","254.44","101.78","67.85","2035.5","1.2","2035.5","71.2","0.0","30.58"
"female","25","3","0","163","42.0","1152.75","172.91","69.17","46.11","1383.3","1.2","1383.3","33.6","0.0","35.57"
"female","22","2","0","155","64.0","1337.75","200.66","80.26","53.51","1605.3","1.2","1605.3","51.2","0.0","29.06"
"male","16","3","1","173","85.0","1856.25","319.04","127.62","85.08","2552.34","1.38","2561.63","68.0","-9.29","59.62"
"male","24","3","0","168","59.0","1525.0","228.75","91.5","61.0","1830.0","1.2","1830.0","47.2","0.0","44.3"
"female","36","3","0","152","82.0","1429.0","214.35","85.74","57.16","1714.8","1.2","1714.8","65.6","0.0","20.14"
"female","34","4","0","155","46.0","1097.75","164.66","65.86","43.91","1317.3","1.2","1317.3","36.8","0.0","29.06"
"female","22","3","0","160","80.0","1529.0","229.35","91.74","61.16","1834.8","1.2","1834.8","64.0","0.0","27.74"
"female","20","3","1","168","85.0","1639.0","281.7","112.68","75.12","2253.62","1.38","2261.82","68.0","-8.2","44.68"
"female","30","3","0","145","74.0","1335.25","200.29","80.11","53.41","1602.3","1.2","1602.3","59.2","0.0","20.91"
"female","22","2","0","160","51.0","1239.0","185.85","74.34","49.56","1486.8","1.2","1486.8","40.8","0.0","33.54"
"male","38","3","0","160","91.0","1725.0","258.75","103.5","69.0","2070.0","1.2","2070.0","72.8","0.0","30.7"
"male","28","3","0","157","90.0","1746.25","261.94","104.78","69.85","2095.5","1.2","2095.5","72.0","0.0","32.78"
"male","23","2","1","168","88.0","1820.0","312.81","125.12","83.42","2502.5","1.38","2511.6","70.4","-9.1","54.72"
"female","22","2","0","163","56.0","1307.75","196.16","78.46","52.31","1569.3","1.2","1569.3","44.8","0.0","33.66"
"female","26","2","0","142","60.0","1196.5","179.48","71.79","47.86","1435.8","1.2","1435.8","48.0","0.0","23.79"
"male","29","3","0","152","79.0","1600.0","240.0","96.0","64.0","1920.0","1.2","1920.0","63.2","0.0","32.8"
"male","33","3","0","168","49.0","1380.0","207.0","82.8","55.2","1656.0","1.2","1656.0","39.2","0.0","43.6"
"male","25","3","0","168","126.0","2190.0","328.5","131.4","87.6","2628.0","1.2","2628.0","100.8","0.0","30.6"
"female","21","3","0","163","40.0","1152.75","172.91","69.17","46.11","1383.3","1.2","1383.3","32.0","0.0","37.17"
"male","23","3","0","160","81.0","1700.0","255.0","102.0","68.0","2040.0","1.2","2040.0","64.8","0.0","37.2"
"female","27","3","0","168","56.0","1314.0","197.1","78.84","52.56","1576.8","1.2","1576.8","44.8","0.0","34.04"
"male","28","3","0","183","140.0","2408.75","361.31","144.52","96.35","2890.5","1.2","2890.5","112.0","0.0","32.52"
"female","21","3","0","160","56.0","1294.0","194.1","77.64","51.76","1552.8","1.2","1552.8","44.8","0.0","32.84"
"female","24","3","4","160","63.0","1349.0","320.39","128.16","85.44","2563.1","1.9","2563.1","50.4","0.0","77.76"
"female","25","3","2","165","70.0","1445.25","280.02","112.01","74.67","2240.14","1.55","2240.14","56.0","0.0","56.01"
"male","43","2","0","160","68.0","1470.0","220.5","88.2","58.8","1764.0","1.2","1764.0","54.4","0.0","33.8"
"male","35","2","0","165","49.0","1351.25","202.69","81.08","54.05","1621.5","1.2","1621.5","39.2","0.0","41.88"
"male","30","3","0","170","94.0","1857.5","278.62","111.45","74.3","2229.0","1.2","2229.0","75.2","0.0","36.25"
"male","22","3","0","168","65.0","1595.0","239.25","95.7","63.8","1914.0","1.2","1914.0","52.0","0.0","43.7"
"female","41","3","0","140","70.0","1209.0","181.35","72.54","48.36","1450.8","1.2","1450.8","56.0","0.0","16.54"
"female","20","3","2","165","65.0","1420.25","275.17","110.07","73.38","2201.39","1.55","2201.39","52.0","0.0","58.07"
"female","22","3","0","145","88.0","1515.25","227.29","90.92","60.61","1818.3","1.2","1818.3","70.4","0.0","20.52"
"female","21","3","2","157","52.0","1235.25","239.33","95.73","63.82","1914.64","1.55","1914.64","41.6","0.0","54.13"
"male","24","2","1","173","95.0","1916.25","329.36","131.74","87.83","2634.84","1.38","2644.42","76.0","-9.58","55.74"
"male","26","2","0","170","91.0","1847.5","277.12","110.85","73.9","2217.0","1.2","2217.0","72.8","0.0","38.05"
"female","25","2","0","165","58.0","1325.25","198.79","79.52","53.01","1590.3","1.2","1590.3","46.4","0.0","33.12"
"male","23","2","4","180","65.0","1665.0","395.44","158.18","105.45","3163.5","1.9","3163.5","52.0","0.0","106.18"
"female","27","3","0","160","94.0","1644.0","246.6","98.64","65.76","1972.8","1.2","1972.8","75.2","0.0","23.44"
"female","24","3","0","152","98.0","1649.0","247.35","98.94","65.96","1978.8","1.2","1978.8","78.4","0.0","20.54"
"female","27","2","0","157","74.0","1425.25","213.79","85.52","57.01","1710.3","1.2","1710.3","59.2","0.0","26.32"
"male","38","3","0","173","108.0","1976.25","296.44","118.58","79.05","2371.5","1.2","2371.5","86.4","0.0","32.18"
"male","31","3","0","165","47.0","1351.25","202.69","81.08","54.05","1621.5","1.2","1621.5","37.6","0.0","43.48"
"male","21","3","0","170","111.0","2072.5","310.88","124.35","82.9","2487.0","1.2","2487.0","88.8","0.0","35.55"
"male","23","3","1","183","86.0","1893.75","325.49","130.2","86.8","2603.91","1.38","2613.38","68.8","-9.47","61.4"
"male","23","3","1","175","66.0","1643.75","282.52","113.01","75.34","2260.16","1.38","2268.38","52.8","-8.22","60.21"
"male","23","3","0","163","45.0","1358.75","203.81","81.53","54.35","1630.5","1.2","1630.5","36.0","0.0","45.53"
"male","22","3","0","185","84.0","1891.25","283.69","113.48","75.65","2269.5","1.2","2269.5","67.2","0.0","46.28"
"male","22","2","0","168","50.0","1445.0","216.75","86.7","57.8","1734.0","1.2","1734.0","40.0","0.0","46.7"
"male","23","2","0","180","79.0","1805.0","270.75","108.3","72.2","2166.0","1.2","2166.0","63.2","0.0","45.1"
"male","29","2","1","168","64.0","1550.0","266.41","106.56","71.04","2131.25","1.38","2139.0","51.2","-7.75","55.36"
"male","21","2","4","165","73.0","1661.25","394.55","157.82","105.21","3156.37","1.9","3156.38","58.4","-0.01","99.42"
"male","24","3","0","157","114.0","2006.25","300.94","120.38","80.25","2407.5","1.2","2407.5","91.2","0.0","29.18"
"female","39","3","0","163","47.0","1132.75","169.91","67.96","45.31","1359.3","1.2","1359.3","37.6","0.0","30.36"
"female","25","4","0","168","64.0","1404.0","210.6","84.24","56.16","1684.8","1.2","1684.8","51.2","0.0","33.04"
"female","18","3","1","165","47.0","1250.25","214.89","85.96","57.3","1719.1","1.38","1725.34","37.6","-6.24","48.36"
"male","22","3","0","178","92.0","1927.5","289.12","115.65","77.1","2313.0","1.2","2313.0","73.6","0.0","42.05"
"male","16","3","4","173","81.0","1816.25","431.36","172.54","115.03","3450.87","1.9","3450.88","64.8","-0.01","107.74"
"female","27","2","0","152","63.0","1284.0","192.6","77.04","51.36","1540.8","1.2","1540.8","50.4","0.0","26.64"
"female","53","3","0","152","76.0","1284.0","192.6","77.04","51.36","1540.8","1.2","1540.8","60.8","0.0","16.24"
"male","23","3","0","170","63.0","1582.5","237.38","94.95","63.3","1899.0","1.2","1899.0","50.4","0.0","44.55"
"female","38","3","0","152","96.0","1559.0","233.85","93.54","62.36","1870.8","1.2","1870.8","76.8","0.0","16.74"
"male","23","3","0","165","87.0","1791.25","268.69","107.48","71.65","2149.5","1.2","2149.5","69.6","0.0","37.88"
"female","51","2","0","157","78.0","1345.25","201.79","80.72","53.81","1614.3","1.2","1614.3","62.4","0.0","18.32"
"male","30","2","1","173","99.0","1926.25","331.07","132.43","88.29","2648.59","1.38","2658.23","79.2","-9.64","53.23"
"female","21","3","0","160","58.0","1314.0","197.1","78.84","52.56","1576.8","1.2","1576.8","46.4","0.0","32.44"
"female","26","2","3","157","59.0","1280.25","276.05","110.42","73.61","2208.43","1.73","2214.83","47.2","-6.4","63.22"
"female","45","3","0","142","110.0","1601.5","240.22","96.09","64.06","1921.8","1.2","1921.8","88.0","0.0","8.09"
"female","27","2","0","157","75.0","1435.25","215.29","86.12","57.41","1722.3","1.2","1722.3","60.0","0.0","26.12"
"female","28","2","0","163","55.0","1267.75","190.16","76.06","50.71","1521.3","1.2","1521.3","44.0","0.0","32.06"
"male","21","3","0","168","45.0","1400.0","210.0","84.0","56.0","1680.0","1.2","1680.0","36.0","0.0","48.0"
"male","23","4","0","168","84.0","1780.0","267.0","106.8","71.2","2136.0","1.2","2136.0","67.2","0.0","39.6"
